CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
956041508,12/17/2015,21:09:00,,,12/17/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,79,OUTSIDE,,,,1000083,189065,40.685610573,-73.942912796,"(40.685610573, -73.942912796)"
535456430,12/14/2015,04:15:00,,,12/14/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,120,OUTSIDE,,,,962822,174282,40.645022746,-74.077216847,"(40.645022746, -74.077216847)"
613797562,12/13/2015,00:28:00,,,12/13/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,79,OUTSIDE,,,,998286,189885,40.687864317,-73.949390484,"(40.687864317, -73.949390484)"
107486099,12/11/2015,21:42:00,,,12/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,67,INSIDE,,,,997380,173775,40.643647334,-73.952688708,"(40.643647334, -73.952688708)"
936154212,12/11/2015,20:00:00,,,12/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,60,INSIDE,,,,987641,148923,40.575442769,-73.987794763,"(40.575442769, -73.987794763)"
109206269,12/10/2015,07:00:00,,,12/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,49,INSIDE,,,,1023354,248384,40.848353408,-73.858660142,"(40.848353408, -73.858660142)"
667009059,06/14/1982,01:58:00,,,12/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,84,OUTSIDE,,,,988471,194252,40.699860845,-73.98477864,"(40.699860845, -73.98477864)"
202323169,12/09/2015,08:56:00,,,12/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,123,INSIDE,,,,922884,135832,40.539298853,-74.220783063,"(40.539298853, -74.220783063)"
222075617,12/07/2015,21:37:00,,,12/07/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,72,OUTSIDE,,,,980738,170975,40.635970966,-74.012655151,"(40.635970966, -74.012655151)"
439168380,12/06/2015,06:39:00,,,12/06/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,44,INSIDE,,,,1005620,244949,40.838986067,-73.922770541,"(40.838986067, -73.922770541)"
942742352,12/05/2015,16:36:00,,,12/05/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,67,INSIDE,,,,1008224,177078,40.652690638,-73.913601643,"(40.652690638, -73.913601643)"
878546984,12/03/2015,17:05:00,,,12/03/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,67,OUTSIDE,,,,1005410,178782,40.657374916,-73.923737654,"(40.657374916, -73.923737654)"
179484144,12/03/2015,11:05:00,,,12/03/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,47,OUTSIDE,,,,1020690,256478,40.87058038,-73.868245145,"(40.87058038, -73.868245145)"
366985737,12/01/2015,03:55:00,,,12/01/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,49,INSIDE,,,,1024346,246876,40.844209947,-73.855083584,"(40.844209947, -73.855083584)"
456520040,11/28/2015,00:07:00,,,11/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,120,OUTSIDE,,,,960126,172813,40.640983725,-74.086926573,"(40.640983725, -74.086926573)"
130615165,11/27/2015,22:39:00,,,11/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,73,INSIDE,,,,1009968,182502,40.667573424,-73.907295766,"(40.667573424, -73.907295766)"
833872746,11/27/2015,22:39:00,,,11/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,73,INSIDE,,,,1009968,182502,40.667573424,-73.907295766,"(40.667573424, -73.907295766)"
490647616,11/26/2015,23:36:00,,,11/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,73,OUTSIDE,,,,1010876,182683,40.668067545,-73.904021987,"(40.668067545, -73.904021987)"
850611743,11/25/2015,13:55:00,,,11/25/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,42,OUTSIDE,,,,1010158,242491,40.832227424,-73.90637977,"(40.832227424, -73.90637977)"
374374113,11/24/2015,11:21:00,,,11/24/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,70,OUTSIDE,,,,994394,176588,40.651372334,-73.96344425,"(40.651372334, -73.96344425)"
680041538,11/24/2015,09:16:00,,,11/24/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,48,OUTSIDE,,,,1013667,246291,40.842646326,-73.893682921,"(40.842646326, -73.893682921)"
445827468,11/21/2015,03:56:00,,,11/21/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,108,OUTSIDE,,,,1007668,209837,40.74260792,-73.915491514,"(40.74260792, -73.915491514)"
322606992,11/20/2015,17:40:00,,,11/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,67,INSIDE,,,,999132,175384,40.648060922,-73.946371991,"(40.648060922, -73.946371991)"
389493835,11/20/2015,14:21:00,,,11/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,47,INSIDE,,,,1027870,267694,40.901332179,-73.842211382,"(40.901332179, -73.842211382)"
331920796,11/18/2015,23:15:00,,,11/18/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,52,OUTSIDE,,,,1012027,254322,40.864694331,-73.899576908,"(40.864694331, -73.899576908)"
161718985,11/18/2015,03:20:00,,,11/18/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,84,OUTSIDE,,,,988972,188404,40.683809179,-73.98297591,"(40.683809179, -73.98297591)"
110699427,11/15/2015,21:51:00,,,11/15/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,34,INSIDE,,,,1006124,255241,40.867233307,-73.920915513,"(40.867233307, -73.920915513)"
667934132,11/15/2015,04:30:00,,,11/15/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,104,OUTSIDE,,,,1012340,197732,40.709369048,-73.898681928,"(40.709369048, -73.898681928)"
660746312,11/11/2015,21:44:00,,,11/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,90,INSIDE,,,TAYLOR STREET-WYTHE AVENUE,994068,195940,40.704489571,-73.964590908,"(40.704489571, -73.964590908)"
156038528,11/10/2015,12:56:00,,,11/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,70,INSIDE,,,,994882,174149,40.644677234,-73.961689428,"(40.644677234, -73.961689428)"
445932410,11/10/2015,09:20:00,,,11/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,70,OUTSIDE,,,,995161,167522,40.626487188,-73.960694776,"(40.626487188, -73.960694776)"
573905083,11/09/2015,11:42:00,,,11/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,73,INSIDE,,,WOODSON,1011275,181310,40.664297758,-73.902589205,"(40.664297758, -73.902589205)"
174962072,11/09/2015,06:14:00,,,11/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. TRANSIT POLICE,,14,INSIDE,,,,986195,213562,40.752862899,-73.992981332,"(40.752862899, -73.992981332)"
805402569,11/08/2015,04:05:00,,,11/08/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,67,OUTSIDE,,,,1004497,176955,40.652362335,-73.927033726,"(40.652362335, -73.927033726)"
